id,doi,trueSubject,predicted,isCorrect
doi:10.7910/DVN/NNGG4C,doi:10.7910/DVN/NNGG4C,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/MXOTAP90-GIR11290,hdl:1902.4/MXOTAP90-GIR11290,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/OBIDHJ,doi:10.7910/DVN/OBIDHJ,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/6R4DOG,doi:10.7910/DVN/6R4DOG,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
hdl:1902.4/FRBVA85-100,hdl:1902.4/FRBVA85-100,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UERDI,doi:10.7910/DVN/UERDI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TZMBN,doi:10.7910/DVN/TZMBN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GA9LSQ,doi:10.7910/DVN/GA9LSQ,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']","['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']",True
hdl:1902.4/GMUSIA1962-X58**,hdl:1902.4/GMUSIA1962-X58**,['Social Sciences'],['Social Sciences'],True
doi:10.34894/CCNLPC,doi:10.34894/CCNLPC,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/QGWKE7,doi:10.7910/DVN/QGWKE7,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/MLIISR68-412PARL82,hdl:1902.4/MLIISR68-412PARL82,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT88-CQ825,hdl:1902.4/GBSSLT88-CQ825,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/NC5O2I,doi:10.7910/DVN/NC5O2I,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CRV8ZP,doi:10.7910/DVN/CRV8ZP,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/JPNKR2014-11,hdl:1902.4/JPNKR2014-11,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CZZYHH,doi:10.7910/DVN/CZZYHH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/VETMTP,doi:10.7910/DVN/VETMTP,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/USPSRA1998-REP024,hdl:1902.4/USPSRA1998-REP024,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPO1940-0185,hdl:1902.4/USAIPO1940-0185,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/4M4YF,doi:10.7910/DVN/4M4YF,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/FRSOFRES69-040032,hdl:1902.4/FRSOFRES69-040032,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TBQX3N,doi:10.7910/DVN/TBQX3N,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USMI2004-STPRIM-MD,hdl:1902.4/USMI2004-STPRIM-MD,['Social Sciences'],['Social Sciences'],True
hdl:11529/10548249,hdl:11529/10548249,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.7910/DVN/WEE6EO,doi:10.7910/DVN/WEE6EO,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SGQVZM,doi:10.7910/DVN/SGQVZM,['Arts and Humanities'],['Arts and Humanities'],True
hdl:11529/10548587,hdl:11529/10548587,['Agricultural Sciences'],['Agricultural Sciences'],True
hdl:1902.4/USAIPO1964-0697,hdl:1902.4/USAIPO1964-0697,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/KRURZN,doi:10.7910/DVN/KRURZN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JYWMM4,doi:10.7910/DVN/JYWMM4,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.18738/T8/JJQYLX,doi:10.18738/T8/JJQYLX,"['Agricultural Sciences', 'Arts and Humanities', 'Medicine, Health and Life Sciences', 'Social Sciences']","['Arts and Humanities', 'Computer and Information Science', 'Social Sciences']",True
doi:10.34894/NH2N0Z,doi:10.34894/NH2N0Z,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/USPSRA1995-NW0495B,hdl:1902.4/USPSRA1995-NW0495B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/0D8TOF,doi:10.7910/DVN/0D8TOF,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/HAWSZB,doi:10.7910/DVN/HAWSZB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/CL4WBK,doi:10.7910/DVN/CL4WBK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/N4AWK4,doi:10.7910/DVN/N4AWK4,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EW1EJQ,doi:10.7910/DVN/EW1EJQ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.18738/T8/KJJFED,doi:10.18738/T8/KJJFED,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/YQWJ9E,doi:10.7910/DVN/YQWJ9E,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/DSZ5FU,doi:10.7910/DVN/DSZ5FU,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XA5DRD,doi:10.7910/DVN/XA5DRD,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MK7IUD,doi:10.7910/DVN/MK7IUD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/0GPRYW,doi:10.7910/DVN/0GPRYW,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/RAMCHM,doi:10.7910/DVN/RAMCHM,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/C1QSQ2,doi:10.7910/DVN/C1QSQ2,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/MBSLBA,doi:10.7910/DVN/MBSLBA,['Engineering'],['Engineering'],True
doi:10.7910/DVN/PEXRD0,doi:10.7910/DVN/PEXRD0,['Astronomy and Astrophysics'],"['Astronomy and Astrophysics', 'Physics']",True
doi:10.7910/DVN/FIQWZN,doi:10.7910/DVN/FIQWZN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.18738/T8/RUEZQV,doi:10.18738/T8/RUEZQV,['Engineering'],['Physics'],False
doi:10.7910/DVN/8VYXO5,doi:10.7910/DVN/8VYXO5,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USVNS2000-STPRIM-GARP,hdl:1902.4/USVNS2000-STPRIM-GARP,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MX3MEZ,doi:10.7910/DVN/MX3MEZ,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USCBS1994-AUG94A,hdl:1902.4/USCBS1994-AUG94A,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAPICR2001-821Q,hdl:1902.4/USAPICR2001-821Q,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/B59IPD,doi:10.7910/DVN/B59IPD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/WMFPJ8,doi:10.7910/DVN/WMFPJ8,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:1902.4/BRMARP1970-150,hdl:1902.4/BRMARP1970-150,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/72ULN,doi:10.7910/DVN/72ULN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/OMH6CL,doi:10.7910/DVN/OMH6CL,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT90-CQ047,hdl:1902.4/GBSSLT90-CQ047,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/QOUOAZ,doi:10.7910/DVN/QOUOAZ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/6MHYLY,doi:10.7910/DVN/6MHYLY,['Other'],"['Computer and Information Science', 'Physics']",False
doi:10.7910/DVN/DVWPVB,doi:10.7910/DVN/DVWPVB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TGOCB2,doi:10.7910/DVN/TGOCB2,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SING1G,doi:10.7910/DVN/SING1G,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/1K3YO9,doi:10.7910/DVN/1K3YO9,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/UKL9MD,doi:10.7910/DVN/UKL9MD,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/XRHZK4,doi:10.7910/DVN/XRHZK4,"['Computer and Information Science', 'Engineering']",['Computer and Information Science'],True
doi:10.7910/DVN/JRTAG7,doi:10.7910/DVN/JRTAG7,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DZZXAD,doi:10.7910/DVN/DZZXAD,['Social Sciences'],"['Computer and Information Science', 'Social Sciences']",True
hdl:1902.4/USAP2005-08US1,hdl:1902.4/USAP2005-08US1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ME7J3I,doi:10.7910/DVN/ME7J3I,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/VXI1U,doi:10.7910/DVN/VXI1U,['Social Sciences'],['Social Sciences'],True
doi:10.34725/DVN/QWNKLJ,doi:10.34725/DVN/QWNKLJ,"['Other', 'Social Sciences']","['Agricultural Sciences', 'Social Sciences']",True
hdl:1902.4/USAIPOGNS1991-122012,hdl:1902.4/USAIPOGNS1991-122012,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/A1BONI,doi:10.7910/DVN/A1BONI,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/KC3RX4,doi:10.7910/DVN/KC3RX4,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CPKNVL,doi:10.7910/DVN/CPKNVL,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/WCWFCU,doi:10.7910/DVN/WCWFCU,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT60-CQ188B,hdl:1902.4/GBSSLT60-CQ188B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/RS4FY4,doi:10.7910/DVN/RS4FY4,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USYANK1997-97005,hdl:1902.4/USYANK1997-97005,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JJCWDB,doi:10.7910/DVN/JJCWDB,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/9YEGIR,doi:10.7910/DVN/9YEGIR,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/YFPIOF,doi:10.7910/DVN/YFPIOF,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/GMDEMO1966-0275,hdl:1902.4/GMDEMO1966-0275,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YW27EY,doi:10.7910/DVN/YW27EY,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/FHV2M0,doi:10.7910/DVN/FHV2M0,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/RKGTO8,doi:10.7910/DVN/RKGTO8,['Earth and Environmental Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/WP4ECS,doi:10.7910/DVN/WP4ECS,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/A3ROXD,doi:10.7910/DVN/A3ROXD,['Agricultural Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/YVESCK,doi:10.7910/DVN/YVESCK,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.18738/T8/Y2ZGRC,doi:10.18738/T8/Y2ZGRC,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
hdl:1902.4/AUAPOP1979-NOV,hdl:1902.4/AUAPOP1979-NOV,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/ISUSIA1988-I88011,hdl:1902.4/ISUSIA1988-I88011,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PBLRV6,doi:10.7910/DVN/PBLRV6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FBB01M,doi:10.7910/DVN/FBB01M,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/LEJK5,doi:10.7910/DVN/LEJK5,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/Y8CFDY,doi:10.7910/DVN/Y8CFDY,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.15139/S3/ZHWV4T,doi:10.15139/S3/ZHWV4T,"['Medicine, Health and Life Sciences']",['Social Sciences'],False
doi:10.7910/DVN/QFCETF,doi:10.7910/DVN/QFCETF,['Other'],"['Medicine, Health and Life Sciences']",False
hdl:1902.4/FRIFOP1963-04550,hdl:1902.4/FRIFOP1963-04550,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/FRIFOP60-03355?,hdl:1902.4/FRIFOP60-03355?,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ZL1EUA,doi:10.7910/DVN/ZL1EUA,"['Arts and Humanities', 'Computer and Information Science']","['Arts and Humanities', 'Computer and Information Science']",True
hdl:1902.4/USRPRR1984-04,hdl:1902.4/USRPRR1984-04,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DULFFJ,doi:10.7910/DVN/DULFFJ,"['Computer and Information Science', 'Social Sciences']","['Arts and Humanities, Social Sciences']",False
doi:10.18738/T8/KR4BGM,doi:10.18738/T8/KR4BGM,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.7910/DVN/JGGCKJ,doi:10.7910/DVN/JGGCKJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EFKDPX,doi:10.7910/DVN/EFKDPX,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/T6CMXP,doi:10.7910/DVN/T6CMXP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/1BJ5TI,doi:10.7910/DVN/1BJ5TI,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/THUSIA71-0371,hdl:1902.4/THUSIA71-0371,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPO1983-1209G,hdl:1902.4/USAIPO1983-1209G,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HR5WXW,doi:10.7910/DVN/HR5WXW,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USLAT1995-357,hdl:1902.4/USLAT1995-357,['Social Sciences'],['Social Sciences'],True
doi:10.34894/OEDGNU,doi:10.34894/OEDGNU,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/USNAJDB2000-MIL,hdl:1902.4/USNAJDB2000-MIL,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/GLSIXB,doi:10.7910/DVN/GLSIXB,"['Arts and Humanities', 'Social Sciences']","['Arts and Humanities', 'Medicine, Health and Life Sciences', 'Social Sciences']",True
hdl:1902.4/RUUSIA66-J66VOA,hdl:1902.4/RUUSIA66-J66VOA,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USIOWA1992-321P,hdl:1902.4/USIOWA1992-321P,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FGDA4J,doi:10.7910/DVN/FGDA4J,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/0KV79U,doi:10.7910/DVN/0KV79U,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/D6Y9E2,doi:10.7910/DVN/D6Y9E2,['Social Sciences'],"['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/PAVLHZ,doi:10.7910/DVN/PAVLHZ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SSEN5A,doi:10.7910/DVN/SSEN5A,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/P1MIQP,doi:10.7910/DVN/P1MIQP,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FEHOXN,doi:10.7910/DVN/FEHOXN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.21950/QE7KOA,doi:10.21950/QE7KOA,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
hdl:1902.4/USCBSNYT2003-12B,hdl:1902.4/USCBSNYT2003-12B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/E1VLYP,doi:10.7910/DVN/E1VLYP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/SD8DQS,doi:10.7910/DVN/SD8DQS,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/G8U483,doi:10.34894/G8U483,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.18738/T8/OFAWKN,doi:10.18738/T8/OFAWKN,['Social Sciences'],"['Computer and Information Science', 'Social Sciences']",True
doi:10.7910/DVN/RTGDFW,doi:10.7910/DVN/RTGDFW,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/G3KUVL,doi:10.7910/DVN/G3KUVL,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/UKSOCIS96-96001,hdl:1902.4/UKSOCIS96-96001,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOSPGONEW1991-105123,hdl:1902.4/USAIPOSPGONEW1991-105123,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USGE1972-03,hdl:1902.4/USGE1972-03,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UIUV3U,doi:10.7910/DVN/UIUV3U,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/LT2FQC,doi:10.7910/DVN/LT2FQC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CA6DFV,doi:10.7910/DVN/CA6DFV,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/HQZOOB,doi:10.7910/DVN/HQZOOB,"['Chemistry', 'Earth and Environmental Sciences', 'Other', 'Social Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/SFSU0K,doi:10.7910/DVN/SFSU0K,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/EX7LIV,doi:10.7910/DVN/EX7LIV,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TRR0DK,doi:10.7910/DVN/TRR0DK,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XQKBY6,doi:10.7910/DVN/XQKBY6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/4IIPC,doi:10.7910/DVN/4IIPC,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BYUXHP,doi:10.7910/DVN/BYUXHP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/F5TZZ6,doi:10.34894/F5TZZ6,['Social Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/FVNIBH,doi:10.7910/DVN/FVNIBH,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/CE8S85,doi:10.7910/DVN/CE8S85,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/6ERTAJ,doi:10.7910/DVN/6ERTAJ,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPO1939-0155,hdl:1902.4/USAIPO1939-0155,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAP2008-03US1,hdl:1902.4/USAP2008-03US1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WINLHO,doi:10.7910/DVN/WINLHO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WE0BMU,doi:10.7910/DVN/WE0BMU,"['Engineering', 'Medicine, Health and Life Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/UFZYSI,doi:10.7910/DVN/UFZYSI,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/UQNX9U,doi:10.7910/DVN/UQNX9U,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/Q6H7CH,doi:10.7910/DVN/Q6H7CH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ZMG1IQ,doi:10.7910/DVN/ZMG1IQ,['Social Sciences'],['Social Sciences'],True
doi:10.34894/MLORYJ,doi:10.34894/MLORYJ,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
hdl:1902.4/USNAJDB2005-WYV,hdl:1902.4/USNAJDB2005-WYV,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAMS1945-S213,hdl:1902.4/USAMS1945-S213,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YE5TAE,doi:10.7910/DVN/YE5TAE,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAIPOGNS2010-13,hdl:1902.4/USAIPOGNS2010-13,['Social Sciences'],['Social Sciences'],True
doi:10.34894/PTLDMW,doi:10.34894/PTLDMW,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/1QCD08,doi:10.7910/DVN/1QCD08,['Social Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/PEBQVK,doi:10.7910/DVN/PEBQVK,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ZYFC51,doi:10.7910/DVN/ZYFC51,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/K5VZPI,doi:10.7910/DVN/K5VZPI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ICKDME,doi:10.7910/DVN/ICKDME,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/5HASK4,doi:10.7910/DVN/5HASK4,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/6RKLUX,doi:10.7910/DVN/6RKLUX,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.18710/NWQQBI,doi:10.18710/NWQQBI,['Physics'],['Physics'],True
hdl:1902.4/USMINN1994-94009B,hdl:1902.4/USMINN1994-94009B,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/4D7NY,doi:10.7910/DVN/4D7NY,['Social Sciences'],[],False
doi:10.7910/DVN/ASGOVU,doi:10.7910/DVN/ASGOVU,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/RFDDYX,doi:10.7910/DVN/RFDDYX,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/B9YR57,doi:10.7910/DVN/B9YR57,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/MYYAJ,doi:10.7910/DVN/MYYAJ,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GRICR64-96121-60,hdl:1902.4/GRICR64-96121-60,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DDFHKT,doi:10.7910/DVN/DDFHKT,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/8MV69H,doi:10.7910/DVN/8MV69H,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/0AZQSJ,doi:10.7910/DVN/0AZQSJ,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/QI2WP9,doi:10.7910/DVN/QI2WP9,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/FFBHIT,doi:10.7910/DVN/FFBHIT,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/0ZPJNK,doi:10.7910/DVN/0ZPJNK,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/V0GLLZ,doi:10.7910/DVN/V0GLLZ,['Social Sciences'],['Social Sciences'],True
doi:10.34894/GPPML0,doi:10.34894/GPPML0,"['Arts and Humanities', 'Earth and Environmental Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/CG0UQB,doi:10.7910/DVN/CG0UQB,"['Agricultural Sciences', 'Earth and Environmental Sciences']",['Earth and Environmental Sciences'],True
doi:10.7910/DVN/B1BLPM,doi:10.7910/DVN/B1BLPM,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/POCBOS1993-9332,hdl:1902.4/POCBOS1993-9332,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BHNSLY,doi:10.7910/DVN/BHNSLY,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/SZGFM??-**,hdl:1902.4/SZGFM??-**,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/RQ5J0U,doi:10.7910/DVN/RQ5J0U,['Arts and Humanities'],['Business and Management'],False
hdl:1902.4/USCAMBR1987-USCEA16,hdl:1902.4/USCAMBR1987-USCEA16,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT1980-CQ718,hdl:1902.4/GBSSLT1980-CQ718,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XRAO44,doi:10.7910/DVN/XRAO44,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/A9QHWI,doi:10.7910/DVN/A9QHWI,['Agricultural Sciences'],"['Medicine, Health and Life Sciences']",False
