"dimension","value","id","coder","accepted","llm"
"feeling loved by god","high",1627629808837439488,2,"N","LLAMA2"
"feeling having a political voice","low",1627629808837439488,2,"N","LLAMA2"
"expressing government approval","high",1627629808837439488,2,"N","LLAMA2"
"having hope","high",1627629808837439488,2,"N","LLAMA2"
"promoting good","high",1627629808837439488,2,"N","LLAMA2"
"expressing empathy","high",1627629808837439488,2,"N","LLAMA2"
"happiness","high",1632466976177106945,2,"Y","LLAMA2"
"expressing optimism","high",1632466976177106945,2,"N","LLAMA2"
"positive functioning","high",1632466976177106945,2,"N","LLAMA2"
"expressing gratitude","high",1632466976177106945,2,"Y","LLAMA2"
"feeling loved by god","high",1632466976177106945,2,"Y","LLAMA2"
"belief in god","high",1632466976177106945,2,"Y","LLAMA2"
"religious criticism","low",1632466976177106945,2,"N","LLAMA2"
"feeling having a political voice","high",1632466976177106945,2,"N","LLAMA2"
"expressing government approval","high",1632466976177106945,2,"N","LLAMA2"
"having hope","high",1632466976177106945,2,"Y","LLAMA2"
"promoting good","high",1632466976177106945,2,"N","LLAMA2"
"expressing empathy","high",1632466976177106945,2,"Y","LLAMA2"
"happiness","high",1629258554980044802,2,"N","LLAMA2"
"life satisfaction","high",1629258554980044802,2,"Y","LLAMA2"
"positive functioning","high",1629258554980044802,2,"Y","LLAMA2"
"expressing job satisfaction","high",1629258554980044802,2,"Y","LLAMA2"
"expressing optimism","high",1629258554980044802,2,"Y","LLAMA2"
"purpose in life","high",1629258554980044802,2,"N","LLAMA2"
"expressing altruism","high",1629258554980044802,2,"N","LLAMA2"
"belonging to society","medium",1629258554980044802,2,"N","LLAMA2"
"mastery (ability, capability)","high",1629258554980044802,2,"Y","LLAMA2"
"feeling loved by god","low",1629258554980044802,2,"N","LLAMA2"
"financial/material worry","low",1629258554980044802,2,"N","LLAMA2"
"charitable giving/helping","high",1629258554980044802,2,"N","LLAMA2"
"having hope","high",1629258554980044802,2,"N","LLAMA2"
"promoting good","high",1629258554980044802,2,"Y","LLAMA2"
"describing health limitations","medium",1629258554980044802,2,"N","LLAMA2"
"expressing empathy","high",1629258554980044802,2,"N","LLAMA2"
"happiness","high",1627751038756261932,2,"Y","LLAMA2"
"life satisfaction","medium",1627751038756261932,2,"N","LLAMA2"
"positive functioning","high",1627751038756261932,2,"Y","LLAMA2"
"expressing optimism","high",1627751038756261932,2,"N","LLAMA2"
"expressing gratitude","high",1627751038756261932,2,"N","LLAMA2"
"belonging to society","medium",1627751038756261932,2,"N","LLAMA2"
"feeling trusted","medium",1627751038756261932,2,"N","LLAMA2"
"quality of relationships","medium",1627751038756261932,2,"N","LLAMA2"
"religious criticism","low",1627751038756261932,2,"N","LLAMA2"
"promoting good","high",1627751038756261932,2,"Y","LLAMA2"
"having hope","high",1627751038756261932,2,"N","LLAMA2"
"feeling having a political voice","low",1627751038756261932,2,"N","LLAMA2"
"having hope","high",1627751038756261932,2,"N","LLAMA2"
"happiness","high",1630755968610082818,2,"Y","LLAMA2"
"resilience","high",1630755968610082818,2,"N","LLAMA2"
"self-esteem","high",1630755968610082818,2,"N","LLAMA2"
"life satisfaction","high",1630755968610082818,2,"N","LLAMA2"
"positive functioning","high",1630755968610082818,2,"Y","LLAMA2"
"expressing optimism","high",1630755968610082818,2,"N","LLAMA2"
"purpose in life","high",1630755968610082818,2,"N","LLAMA2"
"expressing altruism","high",1630755968610082818,2,"Y","LLAMA2"
"belonging to society","low",1630755968610082818,2,"N","LLAMA2"
"mastery (ability, capability)","high",1630755968610082818,2,"Y","LLAMA2"
"feeling loved by god","low",1630755968610082818,2,"N","LLAMA2"
"religious criticism","low",1630755968610082818,2,"N","LLAMA2"
"promoting good","high",1630755968610082818,2,"Y","LLAMA2"
"expressing delayed gratification","medium",1630755968610082818,2,"N","LLAMA2"
"having hope","high",1630755968610082818,2,"N","LLAMA2"
"financial/material worry","low",1630755968610082818,2,"N","LLAMA2"
"volunteering","low",1630755968610082818,2,"N","LLAMA2"
"charitable giving/helping","low",1630755968610082818,2,"N","LLAMA2"
"seeking for forgiveness","low",1630755968610082818,2,"N","LLAMA2"
"feeling having a political voice","low",1630755968610082818,2,"N","LLAMA2"
"expressing government approval","low",1630755968610082818,2,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1630755968610082818,2,"N","LLAMA2"
"describing health limitations","medium",1630755968610082818,2,"N","LLAMA2"
"expressing empathy","high",1630755968610082818,2,"N","LLAMA2"
"happiness","high",1630698243326615554,2,"Y","LLAMA2"
"resilience","medium",1630698243326615554,2,"N","LLAMA2"
"positive functioning","high",1630698243326615554,2,"N","LLAMA2"
"expressing optimism","high",1630698243326615554,2,"Y","LLAMA2"
"quality of relationships","high",1630698243326615554,2,"Y","LLAMA2"
"expressing gratitude","high",1630698243326615554,2,"Y","LLAMA2"
"feeling trusted","medium",1630698243326615554,2,"N","LLAMA2"
"belonging to society","low",1630698243326615554,2,"N","LLAMA2"
"mastery (ability, capability)","low",1630698243326615554,2,"N","LLAMA2"
"religious criticism","low",1630698243326615554,2,"N","LLAMA2"
"feeling having a political voice","low",1630698243326615554,2,"N","LLAMA2"
"having hope","high",1630698243326615554,2,"N","LLAMA2"
"describing health limitations","medium",1630698243326615554,2,"N","LLAMA2"
"expressing empathy","high",1630698243326615554,2,"N","LLAMA2"
"happiness","high",1632112483568697344,2,"Y","LLAMA2"
"vitality","medium",1632112483568697344,2,"N","LLAMA2"
"positive functioning","high",1632112483568697344,2,"N","LLAMA2"
"mastery (ability, capability)","high",1632112483568697344,2,"Y","LLAMA2"
"belonging to society","medium",1632112483568697344,2,"N","LLAMA2"
"expressing gratitude","low",1632112483568697344,2,"N","LLAMA2"
"expressing empathy","high",1632112483568697344,2,"N","LLAMA2"
"describing health limitations","low",1632112483568697344,2,"N","LLAMA2"
"happiness","low",1630983361161199616,2,"N","LLAMA2"
"life satisfaction","low",1630983361161199616,2,"N","LLAMA2"
"resilience","low",1630983361161199616,2,"N","LLAMA2"
"self-esteem","low",1630983361161199616,2,"N","LLAMA2"
"positive functioning","low",1630983361161199616,2,"N","LLAMA2"
"expressing optimism","low",1630983361161199616,2,"N","LLAMA2"
"purpose in life","low",1630983361161199616,2,"N","LLAMA2"
"balance in the various aspects of own life","low",1630983361161199616,2,"N","LLAMA2"
"belonging to society","low",1630983361161199616,2,"N","LLAMA2"
"expressing gratitude","high",1630983361161199616,2,"Y","LLAMA2"
"feeling loved by god","high",1630983361161199616,2,"Y","LLAMA2"
"belief in god","high",1630983361161199616,2,"Y","LLAMA2"
"religious criticism","low",1630983361161199616,2,"N","LLAMA2"
"spiritual punishment","low",1630983361161199616,2,"N","LLAMA2"
"financial/material worry","high",1630983361161199616,2,"N","LLAMA2"
"seeking for forgiveness","low",1630983361161199616,2,"N","LLAMA2"
"having hope","high",1630983361161199616,2,"N","LLAMA2"
"promoting good","high",1630983361161199616,2,"Y","LLAMA2"
"describing smoking related health issues","low",1630983361161199616,2,"N","LLAMA2"
"describing drinking related health issues","low",1630983361161199616,2,"N","LLAMA2"
"describing health limitations","low",1630983361161199616,2,"N","LLAMA2"
"expressing empathy","high",1630983361161199616,2,"N","LLAMA2"
"self-esteem","high",1634282461663318022,2,"Y","LLAMA2"
"resilience","low",1634282461663318022,2,"N","LLAMA2"
"purpose in life","medium",1634282461663318022,2,"N","LLAMA2"
"happiness","low",1634282461663318022,2,"N","LLAMA2"
"life satisfaction","low",1634282461663318022,2,"N","LLAMA2"
"feeling trusted","low",1634282461663318022,2,"N","LLAMA2"
"expressing gratitude","high",1634282461663318022,2,"N","LLAMA2"
"belonging to society","low",1634282461663318022,2,"N","LLAMA2"
"quality of relationships","low",1634282461663318022,2,"N","LLAMA2"
"loneliness","medium",1634282461663318022,2,"N","LLAMA2"
"perceiving discrimination","low",1634282461663318022,2,"N","LLAMA2"
"financial/material worry","low",1634282461663318022,2,"N","LLAMA2"
"life after death belief","medium",1634282461663318022,2,"N","LLAMA2"
"volunteering","low",1634282461663318022,2,"N","LLAMA2"
"charitable giving/helping","low",1634282461663318022,2,"N","LLAMA2"
"seeking for forgiveness","low",1634282461663318022,2,"N","LLAMA2"
"feeling having a political voice","low",1634282461663318022,2,"N","LLAMA2"
"expressing government approval","low",1634282461663318022,2,"N","LLAMA2"
"having hope","high",1634282461663318022,2,"N","LLAMA2"
"promoting good","high",1634282461663318022,2,"N","LLAMA2"
"expressing delayed gratification","low",1634282461663318022,2,"N","LLAMA2"
"describing health limitations","medium",1634282461663318022,2,"N","LLAMA2"
"expressing empathy","low",1634282461663318022,2,"N","LLAMA2"
"happiness","low",1630283266636001281,2,"N","LLAMA2"
"resilience","medium",1630283266636001281,2,"N","LLAMA2"
"self-esteem","low",1630283266636001281,2,"N","LLAMA2"
"life satisfaction","low",1630283266636001281,2,"N","LLAMA2"
"fear of future","high",1630283266636001281,2,"Y","LLAMA2"
"vitality","low",1630283266636001281,2,"N","LLAMA2"
"having energy","low",1630283266636001281,2,"N","LLAMA2"
"positive functioning","low",1630283266636001281,2,"N","LLAMA2"
"expressing job satisfaction","low",1630283266636001281,2,"N","LLAMA2"
"expressing optimism","low",1630283266636001281,2,"N","LLAMA2"
"peace with thoughts and feelings","low",1630283266636001281,2,"N","LLAMA2"
"purpose in life","low",1630283266636001281,2,"N","LLAMA2"
"depression","high",1630283266636001281,2,"N","LLAMA2"
"anxiety","high",1630283266636001281,2,"Y","LLAMA2"
"suffering","high",1630283266636001281,2,"Y","LLAMA2"
"feeling pain","high",1630283266636001281,2,"N","LLAMA2"
"balance in the various aspects of own life","low",1630283266636001281,2,"N","LLAMA2"
"belonging to society","low",1630283266636001281,2,"N","LLAMA2"
"feeling trusted","low",1630283266636001281,2,"N","LLAMA2"
"mastery (ability, capability)","high",1630283266636001281,2,"N","LLAMA2"
"perceiving discrimination","medium",1630283266636001281,2,"N","LLAMA2"
"religious criticism","high",1630283266636001281,2,"N","LLAMA2"
"financial/material worry","medium",1630283266636001281,2,"N","LLAMA2"
"feeling having a political voice","low",1630283266636001281,2,"N","LLAMA2"
"expressing government approval","low",1630283266636001281,2,"N","LLAMA2"
"having hope","medium",1630283266636001281,2,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1630283266636001281,2,"N","LLAMA2"
"describing smoking related health issues","medium",1630283266636001281,2,"N","LLAMA2"
"describing drinking related health issues","low",1630283266636001281,2,"N","LLAMA2"
"describing health limitations","medium",1630283266636001281,2,"N","LLAMA2"
"expressing empathy","high",1630283266636001281,2,"Y","LLAMA2"
"happiness","medium",1629459861472772097,1,"Y","LLAMA2"
"life satisfaction","high",1629459861472772097,1,"N","LLAMA2"
"positive functioning","high",1629459861472772097,1,"N","LLAMA2"
"belonging to society","low",1629459861472772097,1,"N","LLAMA2"
"quality of relationships","medium",1629459861472772097,1,"N","LLAMA2"
"expressing gratitude","high",1629459861472772097,1,"N","LLAMA2"
"feeling trusted","low",1629459861472772097,1,"N","LLAMA2"
"balance in the various aspects of own life","medium",1629459861472772097,1,"Y","LLAMA2"
"mastery (ability, capability)","low",1629459861472772097,1,"Y","LLAMA2"
"financial/material worry","low",1629459861472772097,1,"N","LLAMA2"
"feeling having a political voice","high",1629459861472772097,1,"N","LLAMA2"
"having hope","high",1629459861472772097,1,"N","LLAMA2"
"expressing empathy","low",1629459861472772097,1,"N","LLAMA2"
"describing health limitations","high",1629459861472772097,1,"N","LLAMA2"
"happiness","low",1628776540644179968,1,"Y","LLAMA2"
"resilience","low",1628776540644179968,1,"N","LLAMA2"
"self-esteem","low",1628776540644179968,1,"N","LLAMA2"
"life satisfaction","low",1628776540644179968,1,"Y","LLAMA2"
"fear of future","high",1628776540644179968,1,"Y","LLAMA2"
"vitality","low",1628776540644179968,1,"N","LLAMA2"
"having energy","low",1628776540644179968,1,"N","LLAMA2"
"positive functioning","low",1628776540644179968,1,"Y","LLAMA2"
"expressing job satisfaction","low",1628776540644179968,1,"N","LLAMA2"
"expressing optimism","low",1628776540644179968,1,"N","LLAMA2"
"peace with thoughts and feelings","low",1628776540644179968,1,"N","LLAMA2"
"purpose in life","low",1628776540644179968,1,"N","LLAMA2"
"depression","high",1628776540644179968,1,"N","LLAMA2"
"anxiety","high",1628776540644179968,1,"N","LLAMA2"
"suffering","high",1628776540644179968,1,"N","LLAMA2"
"feeling pain","high",1628776540644179968,1,"N","LLAMA2"
"balance in the various aspects of own life","low",1628776540644179968,1,"Y","LLAMA2"
"perceiving discrimination","high",1628776540644179968,1,"N","LLAMA2"
"feeling loved by god","low",1628776540644179968,1,"N","LLAMA2"
"belief in god","low",1628776540644179968,1,"N","LLAMA2"
"financial/material worry","low",1628776540644179968,1,"N","LLAMA2"
"feeling having a political voice","high",1628776540644179968,1,"N","LLAMA2"
"expressing government approval","high",1628776540644179968,1,"N","LLAMA2"
"having hope","high",1628776540644179968,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1628776540644179968,1,"N","LLAMA2"
"describing health limitations","high",1628776540644179968,1,"N","LLAMA2"
"happiness","low",1626267770680737792,1,"N","LLAMA2"
"resilience","low",1626267770680737792,1,"N","LLAMA2"
"self-esteem","low",1626267770680737792,1,"N","LLAMA2"
"life satisfaction","low",1626267770680737792,1,"N","LLAMA2"
"fear of future","high",1626267770680737792,1,"N","LLAMA2"
"vitality","low",1626267770680737792,1,"N","LLAMA2"
"having energy","low",1626267770680737792,1,"N","LLAMA2"
"positive functioning","low",1626267770680737792,1,"N","LLAMA2"
"expressing job satisfaction","low",1626267770680737792,1,"N","LLAMA2"
"expressing optimism","low",1626267770680737792,1,"Y","LLAMA2"
"peace with thoughts and feelings","low",1626267770680737792,1,"N","LLAMA2"
"purpose in life","low",1626267770680737792,1,"N","LLAMA2"
"depression","high",1626267770680737792,1,"N","LLAMA2"
"anxiety","high",1626267770680737792,1,"N","LLAMA2"
"suffering","high",1626267770680737792,1,"N","LLAMA2"
"feeling pain","high",1626267770680737792,1,"N","LLAMA2"
"expressing altruism","low",1626267770680737792,1,"N","LLAMA2"
"loneliness","medium",1626267770680737792,1,"N","LLAMA2"
"quality of relationships","low",1626267770680737792,1,"N","LLAMA2"
"belonging to society","medium",1626267770680737792,1,"N","LLAMA2"
"expressing gratitude","low",1626267770680737792,1,"N","LLAMA2"
"expressing trust","low",1626267770680737792,1,"Y","LLAMA2"
"feeling trusted","low",1626267770680737792,1,"N","LLAMA2"
"balance in the various aspects of own life","low",1626267770680737792,1,"N","LLAMA2"
"mastery (ability, capability)","low",1626267770680737792,1,"N","LLAMA2"
"perceiving discrimination","high",1626267770680737792,1,"N","LLAMA2"
"feeling loved by god","low",1626267770680737792,1,"N","LLAMA2"
"belief in god","medium",1626267770680737792,1,"N","LLAMA2"
"religious criticism","low",1626267770680737792,1,"N","LLAMA2"
"spiritual punishment","low",1626267770680737792,1,"N","LLAMA2"
"feeling religious comfort","low",1626267770680737792,1,"N","LLAMA2"
"financial/material worry","high",1626267770680737792,1,"N","LLAMA2"
"life after death belief","low",1626267770680737792,1,"N","LLAMA2"
"volunteering","low",1626267770680737792,1,"N","LLAMA2"
"charitable giving/helping","low",1626267770680737792,1,"N","LLAMA2"
"seeking for forgiveness","low",1626267770680737792,1,"N","LLAMA2"
"feeling having a political voice","low",1626267770680737792,1,"Y","LLAMA2"
"expressing government approval","low",1626267770680737792,1,"Y","LLAMA2"
"having hope","high",1626267770680737792,1,"N","LLAMA2"
"promoting good","high",1626267770680737792,1,"N","LLAMA2"
"expressing delayed gratification","low",1626267770680737792,1,"N","LLAMA2"
"expressing empathy","high",1626267770680737792,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","medium",1626267770680737792,1,"N","LLAMA2"
"happiness","low",1626943740605505537,1,"N","LLAMA2"
"resilience","low",1626943740605505537,1,"N","LLAMA2"
