dimension,value,confidence,id
resilience,high,0.8,1631816218972942336
expressing trust,low,0.7,1631816218972942336
financial/material worry,medium,0.6,1631816218972942336
expressing empathy,high,0.9,1631816218972942336
anxiety,high,0.8,1628862252148486144
expressing trust,low,0.9,1628862252148486144
financial/material worry,high,0.9,1628862252148486144
resilience,high,0.8,1626660311859097600
expressing trust,low,0.7,1626660311859097600
feeling having a political voice,high,0.8,1626660311859097600
quality of relationships,medium,0.6,1630342028151103489
feeling having a political voice,high,0.8,1630342028151103489
self-esteem,medium,0.6,1628947109419401220
quality of relationships,medium,0.6,1628947109419401220
feeling having a political voice,medium,0.6,1628947109419401220
expressing empathy,high,0.9,1628947109419401220
happiness,high,0.8,1629153415946199045
mastery (ability or capability),high,0.9,1629153415946199045
resilience,high,0.9,1628539781788405761
expressing altruism,high,0.9,1628539781788405761
promoting good,high,0.9,1628539781788405761
expressing empathy,high,0.9,1628539781788405761
expressing optimism,high,0.9,1627004480234602496
happiness,high,0.9,1627685434896838657
expressing gratitude,high,0.9,1627685434896838657
expressing government approval,high,0.9,1627685434896838657
happiness,high,0.9,1631149098194681856
expressing gratitude,high,0.9,1631149098194681856
promoting good,high,0.8,1631149098194681856
expressing empathy,high,0.9,1631149098194681856
self-esteem,low,0.8,1628462756411088897
loneliness,high,0.8,1628462756411088897
happiness,high,0.7,1628640732704636928
expressing altruism,low,0.6,1628640732704636928
self-esteem,high,0.9,1626710765158952960
mastery (ability or capability),high,0.9,1626710765158952960
promoting good,high,0.8,1626710765158952960
resilience,medium,0.6,1627586927821221889
expressing altruism,medium,0.6,1627586927821221889
promoting good,high,0.9,1627586927821221889
expressing empathy,high,0.9,1627586927821221889
depression,high,0.8,1628090847878078464
balance in the various aspects of own life,low,0.7,1628090847878078464
ptsd (post-traumatic stress disorder),high,0.7,1628090847878078464
happiness,high,0.9,1632148181978079232
mastery (ability or capability),medium,0.6,1632148181978079232
expressing empathy,medium,0.6,1632148181978079232
happiness,high,0.9,1634100796697575425
expressing altruism,high,0.9,1634100796697575425
having hope,high,0.9,1634100796697575425
expressing empathy,high,0.9,1634100796697575425
happiness,high,0.9,1627686961765810177
belonging to society,high,0.8,1627686961765810177
happiness,high,0.9,1627352122105925633
expressing gratitude,high,0.9,1627352122105925633
financial/material worry,low,0.9,1627352122105925633
self-esteem,low,0.7,1631484102468616192
perceiving discrimination,medium,0.6,1631484102468616192
financial/material worry,high,0.8,1631484102468616192
happiness,low,0.7,1626273660091727874
quality of relationships,low,0.6,1626273660091727874
financial/material worry,low,0.2,1625680369692590080
expressing altruism,high,0.8,1626707066537787392
promoting good,high,0.9,1626707066537787392
financial/material worry,high,0.9,1629283618488225792
happiness,medium,0.6,1630284250107789316
expressing trust,high,0.9,1627418278779060224
expressing optimism,high,0.9,1631293459586744322
happiness,high,0.9,1632326728172306432
expressing altruism,high,0.9,1632326728172306432
having hope,high,0.8,1632326728172306432
expressing empathy,high,0.9,1632326728172306432
belonging to society,medium,0.6,1629708579937689603
happiness,medium,0.6,1628508814625447958
describing drinking related health issues,low,0.3,1628508814625447958
financial/material worry,high,0.9,1633163713233420288
describing drinking related health issues,low,0.6,1632603656880046080
self-esteem,high,0.9,1609399242388557826
expressing altruism,high,0.9,1609399242388557826
promoting good,high,0.9,1609399242388557826
expressing empathy,high,0.9,1609399242388557826
religious criticism,low,0.6,1632435753346117633
feeling having a political voice,high,0.9,1632435753346117633
happiness,medium,0.6,1631617547010445314
belonging to society,medium,0.6,1631617547010445314
promoting good,high,0.9,1631617547010445314
describing smoking related health issues,medium,0.6,1631617547010445314
fear of future,high,0.8,1632501670054699008
expressing trust,low,0.7,1632501670054699008
feeling having a political voice,high,0.9,1632501670054699008
depression,high,0.8,1627688942580400129
religious criticism,high,0.9,1627688942580400129
ptsd (post-traumatic stress disorder),high,0.8,1627688942580400129
resilience,high,0.8,1630772934662045696
balance in the various aspects of own life,medium,0.6,1630772934662045696
expressing delayed gratification,high,0.9,1630772934662045696
happiness,high,0.9,1609369133824761858
belief in god,high,1,1609369133824761858
life after death belief,high,0.9,1609369133824761858
quality of relationships,high,0.8,1628466942402088961
expressing empathy,high,0.9,1628466942402088961
anxiety,high,1,1627874682723508225
loneliness,high,0.9,1627874682723508225
ptsd (post-traumatic stress disorder),high,0.9,1627874682723508225
self-esteem,high,0.7,1630745975726780416
self-esteem,high,0.7,1626687001981247488
quality of relationships,high,0.7,1626687001981247488
expressing job satisfaction,low,0.7,1630704026919792640
balance in the various aspects of own life,medium,0.6,1630704026919792640
happiness,high,0.9,1629370438995329029
expressing altruism,high,0.9,1629370438995329029
promoting good,high,0.9,1629370438995329029
expressing empathy,high,0.9,1629370438995329029
financial/material worry,high,0.8,1630263143233454080
self-esteem,high,0.8,1628863688860901381
mastery (ability or capability),high,0.85,1628863688860901381
financial/material worry,low,0.1,1628863688860901381
expressing empathy,high,0.9,1628863688860901381
expressing altruism,high,0.9,1629061127564054529
promoting good,high,0.9,1629061127564054529
fear of future,high,0.8,1627447138840969216
expressing trust,high,0.9,1627447138840969216
financial/material worry,high,0.9,1627447138840969216
resilience,medium,0.6,1626286393386213378
perceiving discrimination,high,0.8,1626286393386213378
describing health limitations,medium,0.6,1626286393386213378
purpose in life,high,0.9,1634109193882939392
feeling loved by god,high,0.9,1634109193882939392
life after death belief,high,0.9,1634109193882939392
expressing empathy,high,0.9,1634109193882939392
self-esteem,low,0.6,1629264358235570178
perceiving discrimination,medium,0.6,1629264358235570178
financial/material worry,high,0.8,1629264358235570178
expressing altruism,high,0.9,1628782127641935872
charitable giving/helping,high,0.9,1628782127641935872
expressing empathy,high,0.9,1628782127641935872
depression,high,0.9,1627741800310927362
expressing altruism,high,0.8,1627741800310927362
financial/material worry,high,0.8,1627741800310927362
ptsd (post-traumatic stress disorder),medium,0.6,1627741800310927362
depression,high,0.9,1631082523055779840
loneliness,high,0.8,1631082523055779840
ptsd (post-traumatic stress disorder),high,0.7,1631082523055779840
happiness,high,0.9,1631192768138575872
happiness,high,0.8,1629617683846012931
mastery (ability or capability),high,0.7,1629617683846012931
fear of future,high,0.8,1630679349786468354
expressing altruism,high,0.9,1630679349786468354
financial/material worry,high,0.9,1630679349786468354
expressing empathy,high,0.9,1630679349786468354
perceiving discrimination,high,0.8,1626758283078803456
feeling having a political voice,high,0.9,1626758283078803456
happiness,high,0.9,1631237287697580033
expressing gratitude,high,0.9,1631237287697580033
promoting good,high,0.9,1631237287697580033
expressing empathy,high,0.9,1631237287697580033
happiness,high,0.9,1632655866888429569
balance in the various aspects of own life,high,0.8,1632655866888429569
promoting good,high,0.9,1632655866888429569
anxiety,high,0.8,1627711388935196672
balance in the various aspects of own life,low,0.7,1627711388935196672
financial/material worry,low,0.2,1627711388935196672
describing drinking related health issues,medium,0.6,1627711388935196672
expressing altruism,high,0.9,1628720789754195969
expressing empathy,medium,0.6,1628720789754195969
resilience,medium,0.6,1632705071258669056
mastery (ability or capability),medium,0.6,1632705071258669056
expressing delayed gratification,medium,0.6,1632705071258669056
fear of future,high,0.8,1634257543487782913
expressing trust,low,0.7,1634257543487782913
financial/material worry,high,0.9,1634257543487782913
happiness,high,0.9,1626246796031758338
expressing gratitude,high,0.9,1626246796031758338
promoting good,high,0.9,1626246796031758338
depression,medium,0.6,1628250365316530179
quality of relationships,low,0.7,1628250365316530179
depression,medium,0.6,1628634186587287554
loneliness,high,0.9,1628634186587287554
expressing trust,high,0.9,1631966711728447490
financial/material worry,high,0.9,1631966711728447490
expressing optimism,medium,0.6,1628982561304113153
expressing altruism,high,0.9,1628982561304113153
feeling having a political voice,high,0.9,1628982561304113153
expressing empathy,high,0.9,1628982561304113153
happiness,high,0.9,1627420184188157952
quality of relationships,high,0.8,1627420184188157952
having hope,high,0.8,1627420184188157952
expressing empathy,high,0.9,1627420184188157952
happiness,high,0.9,1631712695249510400
expressing altruism,low,0.2,1631712695249510400
having hope,high,0.9,1631712695249510400
fear of future,high,0.7,1632446935238885376
perceiving discrimination,medium,0.6,1632965887069175815
religious criticism,high,0.9,1626656236757479424
perceiving discrimination,high,0.8,1630706870817267712
financial/material worry,high,0.9,1630706870817267712
expressing altruism,medium,0.6,1630419967337459712
expressing empathy,medium,0.6,1630419967337459712
expressing trust,low,0.7,1632972656629927938
suffering,high,0.8,1626703836055314433
perceiving discrimination,high,0.8,1626703836055314433
depression,high,0.8,1633687698044248064
belonging to society,medium,0.6,1633687698044248064
life after death belief,high,0.9,1633687698044248064
expressing empathy,high,0.9,1633687698044248064
happiness,high,0.8,1628132155019890688
expressing gratitude,high,0.9,1628132155019890688
promoting good,high,0.9,1628132155019890688
happiness,high,0.9,1628514459638718464
expressing trust,high,0.8,1628514459638718464
expressing delayed gratification,high,0.8,1630396370619072512
happiness,medium,0.6,1629630805424193537
anxiety,high,0.8,1631200268489740288
expressing altruism,high,0.9,1631200268489740288
feeling having a political voice,high,0.9,1631200268489740288
expressing empathy,high,0.9,1631200268489740288
self-esteem,high,0.8,1628163934057377792
mastery (ability or capability),high,0.9,1628163934057377792
promoting good,high,0.9,1628163934057377792
fear of future,high,0.9,1631447568302632960
religious criticism,low,0.2,1631447568302632960
feeling having a political voice,high,0.9,1631447568302632960
resilience,medium,0.6,1627970073242501124
expressing altruism,medium,0.6,1627970073242501124
having hope,high,0.8,1627970073242501124
expressing empathy,high,0.9,1627970073242501124
resilience,high,0.8,1629222970521419781
balance in the various aspects of own life,high,0.8,1629222970521419781
expressing delayed gratification,high,0.8,1629222970521419781
happiness,medium,0.6,1626154262739800072
resilience,high,0.9,1631508475699142658
expressing altruism,medium,0.6,1631508475699142658
promoting good,high,0.9,1631508475699142658
expressing empathy,high,0.9,1631508475699142658
resilience,medium,0.6,1630937652529692962
expressing altruism,high,0.9,1630937652529692962
having hope,high,0.9,1630937652529692962
expressing empathy,high,0.9,1630937652529692962
quality of relationships,low,0.7,1629126323330220040
feeling having a political voice,high,0.9,1629126323330220040
self-esteem,low,0.7,1633177704643059717
perceiving discrimination,medium,0.6,1633177704643059717
feeling having a political voice,high,0.9,1633177704643059717
expressing trust,low,0.7,1629183111668834305
having hope,medium,0.6,1629183111668834305
